date,day_of_week,month,item_name,time_slot,price,quantity_sold,inventory_level
2023-01-04,Wednesday,1,Biryani,Lunch,250,119,500
2023-01-04,Wednesday,1,Biryani,Dinner,250,176,266
2023-01-04,Wednesday,1,Fried Rice,Lunch,220,77,364
2023-01-04,Wednesday,1,Fried Rice,Dinner,220,89,246
2023-01-04,Wednesday,1,Noodles,Lunch,210,77,392
2023-01-04,Wednesday,1,Noodles,Dinner,210,98,321
2023-01-04,Wednesday,1,Ice Cream,Lunch,120,50,491
2023-01-04,Wednesday,1,Ice Cream,Dinner,120,79,497
2023-01-04,Wednesday,1,Coffee,Lunch,100,118,436
2023-01-04,Wednesday,1,Coffee,Dinner,100,128,461
2023-01-05,Thursday,1,Pizza,Lunch,350,137,435
2023-01-05,Thursday,1,Pizza,Dinner,350,149,379
2023-01-05,Thursday,1,Burger,Lunch,200,80,351
2023-01-05,Thursday,1,Burger,Dinner,200,124,484
2023-01-05,Thursday,1,Pasta,Lunch,300,83,416
2023-01-05,Thursday,1,Pasta,Dinner,300,84,246
2023-01-05,Thursday,1,Sandwich,Lunch,180,52,214
2023-01-05,Thursday,1,Sandwich,Dinner,180,71,208
2023-01-05,Thursday,1,Salad,Lunch,150,43,295
2023-01-05,Thursday,1,Salad,Dinner,150,54,442
2023-01-05,Thursday,1,Biryani,Lunch,250,148,309
2023-01-05,Thursday,1,Biryani,Dinner,250,170,436
2023-01-05,Thursday,1,Fried Rice,Lunch,220,70,369
2023-01-05,Thursday,1,Fried Rice,Dinner,220,115,307
2023-01-05,Thursday,1,Noodles,Lunch,210,92,487
2023-01-05,Thursday,1,Noodles,Dinner,210,89,435
2023-01-05,Thursday,1,Ice Cream,Lunch,120,52,209
2023-01-05,Thursday,1,Ice Cream,Dinner,120,67,437
2023-01-05,Thursday,1,Coffee,Lunch,100,96,277
2023-01-05,Thursday,1,Coffee,Dinner,100,149,369
2023-01-06,Friday,1,Pizza,Lunch,350,126,419
2023-01-06,Friday,1,Pizza,Dinner,350,154,329
2023-01-06,Friday,1,Burger,Lunch,200,120,421
2023-01-06,Friday,1,Burger,Dinner,200,135,395
2023-01-06,Friday,1,Pasta,Lunch,300,96,400
2023-01-06,Friday,1,Pasta,Dinner,300,111,276
2023-01-06,Friday,1,Sandwich,Lunch,180,74,426
2023-01-06,Friday,1,Sandwich,Dinner,180,71,324
2023-01-06,Friday,1,Salad,Lunch,150,56,410
2023-01-06,Friday,1,Salad,Dinner,150,60,476
2023-01-06,Friday,1,Biryani,Lunch,250,133,275
2023-01-06,Friday,1,Biryani,Dinner,250,140,322
2023-01-06,Friday,1,Fried Rice,Lunch,220,93,435
2023-01-06,Friday,1,Fried Rice,Dinner,220,91,279
2023-01-06,Friday,1,Noodles,Lunch,210,73,448
2023-01-06,Friday,1,Noodles,Dinner,210,95,285
2023-01-06,Friday,1,Ice Cream,Lunch,120,66,227
2023-01-06,Friday,1,Ice Cream,Dinner,120,91,466
2023-01-06,Friday,1,Coffee,Lunch,100,112,260
2023-01-06,Friday,1,Coffee,Dinner,100,133,296
2023-01-07,Saturday,1,Pizza,Lunch,350,167,206
2023-01-07,Saturday,1,Pizza,Dinner,350,187,423
2023-01-07,Saturday,1,Burger,Lunch,200,123,403
2023-01-07,Saturday,1,Burger,Dinner,200,171,436
2023-01-07,Saturday,1,Pasta,Lunch,300,127,267
2023-01-07,Saturday,1,Pasta,Dinner,300,121,399
2023-01-07,Saturday,1,Sandwich,Lunch,180,116,392
2023-01-07,Saturday,1,Sandwich,Dinner,180,99,423
2023-01-07,Saturday,1,Salad,Lunch,150,61,238
2023-01-07,Saturday,1,Salad,Dinner,150,90,314
2023-01-07,Saturday,1,Biryani,Lunch,250,187,275
2023-01-07,Saturday,1,Biryani,Dinner,250,229,398
2023-01-07,Saturday,1,Fried Rice,Lunch,220,106,263
2023-01-07,Saturday,1,Fried Rice,Dinner,220,160,500
2023-01-07,Saturday,1,Noodles,Lunch,210,111,303
2023-01-07,Saturday,1,Noodles,Dinner,210,125,472
2023-01-07,Saturday,1,Ice Cream,Lunch,120,103,355
2023-01-07,Saturday,1,Ice Cream,Dinner,120,112,314
2023-01-07,Saturday,1,Coffee,Lunch,100,136,257
2023-01-07,Saturday,1,Coffee,Dinner,100,203,305
2023-01-08,Sunday,1,Pizza,Lunch,350,176,478
2023-01-08,Sunday,1,Pizza,Dinner,350,197,261
2023-01-08,Sunday,1,Burger,Lunch,200,121,288
2023-01-08,Sunday,1,Burger,Dinner,200,158,212
2023-01-08,Sunday,1,Pasta,Lunch,300,110,307
2023-01-08,Sunday,1,Pasta,Dinner,300,116,330
2023-01-08,Sunday,1,Sandwich,Lunch,180,92,280
2023-01-08,Sunday,1,Sandwich,Dinner,180,116,356
2023-01-08,Sunday,1,Salad,Lunch,150,54,220
2023-01-08,Sunday,1,Salad,Dinner,150,92,366
2023-01-08,Sunday,1,Biryani,Lunch,250,167,480
2023-01-08,Sunday,1,Biryani,Dinner,250,230,480
2023-01-08,Sunday,1,Fried Rice,Lunch,220,139,442
2023-01-08,Sunday,1,Fried Rice,Dinner,220,144,448
2023-01-08,Sunday,1,Noodles,Lunch,210,119,367
2023-01-08,Sunday,1,Noodles,Dinner,210,128,416
2023-01-08,Sunday,1,Ice Cream,Lunch,120,100,378
2023-01-08,Sunday,1,Ice Cream,Dinner,120,109,404
2023-01-08,Sunday,1,Coffee,Lunch,100,167,253
2023-01-08,Sunday,1,Coffee,Dinner,100,190,350
2023-01-09,Monday,1,Pizza,Lunch,350,133,284
2023-01-09,Monday,1,Pizza,Dinner,350,133,321
2023-01-09,Monday,1,Burger,Lunch,200,98,490
2023-01-09,Monday,1,Burger,Dinner,200,125,336
2023-01-09,Monday,1,Pasta,Lunch,300,62,383
2023-01-09,Monday,1,Pasta,Dinner,300,109,242
2023-01-09,Monday,1,Sandwich,Lunch,180,71,398
2023-01-09,Monday,1,Sandwich,Dinner,180,103,389
2023-01-09,Monday,1,Salad,Lunch,150,30,315
2023-01-09,Monday,1,Salad,Dinner,150,61,298
2023-01-09,Monday,1,Biryani,Lunch,250,115,493
2023-01-09,Monday,1,Biryani,Dinner,250,166,200
2023-01-09,Monday,1,Fried Rice,Lunch,220,80,372
2023-01-09,Monday,1,Fried Rice,Dinner,220,116,337
2023-01-09,Monday,1,Noodles,Lunch,210,71,253
2023-01-09,Monday,1,Noodles,Dinner,210,110,430
2023-01-09,Monday,1,Ice Cream,Lunch,120,76,467
2023-01-09,Monday,1,Ice Cream,Dinner,120,55,424
2023-01-09,Monday,1,Coffee,Lunch,100,115,454
2023-01-09,Monday,1,Coffee,Dinner,100,152,459
2023-01-10,Tuesday,1,Pizza,Lunch,350,117,447
2023-01-10,Tuesday,1,Pizza,Dinner,350,163,332
2023-01-10,Tuesday,1,Burger,Lunch,200,88,495
2023-01-10,Tuesday,1,Burger,Dinner,200,106,492
2023-01-10,Tuesday,1,Pasta,Lunch,300,80,292
2023-01-10,Tuesday,1,Pasta,Dinner,300,89,222
2023-01-10,Tuesday,1,Sandwich,Lunch,180,85,489
2023-01-10,Tuesday,1,Sandwich,Dinner,180,82,273
2023-01-10,Tuesday,1,Salad,Lunch,150,69,337
2023-01-10,Tuesday,1,Salad,Dinner,150,51,391
2023-01-10,Tuesday,1,Biryani,Lunch,250,115,308
2023-01-10,Tuesday,1,Biryani,Dinner,250,157,376
2023-01-10,Tuesday,1,Fried Rice,Lunch,220,78,386
2023-01-10,Tuesday,1,Fried Rice,Dinner,220,94,346
2023-01-10,Tuesday,1,Noodles,Lunch,210,86,347
2023-01-10,Tuesday,1,Noodles,Dinner,210,96,286
2023-01-10,Tuesday,1,Ice Cream,Lunch,120,43,217
2023-01-10,Tuesday,1,Ice Cream,Dinner,120,91,227
2023-01-10,Tuesday,1,Coffee,Lunch,100,97,369
2023-01-10,Tuesday,1,Coffee,Dinner,100,143,265
2023-01-11,Wednesday,1,Pizza,Lunch,350,133,471
2023-01-11,Wednesday,1,Pizza,Dinner,350,132,354
2023-01-11,Wednesday,1,Burger,Lunch,200,103,235
2023-01-11,Wednesday,1,Burger,Dinner,200,108,236
2023-01-11,Wednesday,1,Pasta,Lunch,300,62,331
2023-01-11,Wednesday,1,Pasta,Dinner,300,102,264
2023-01-11,Wednesday,1,Sandwich,Lunch,180,56,495
2023-01-11,Wednesday,1,Sandwich,Dinner,180,92,225
2023-01-11,Wednesday,1,Salad,Lunch,150,54,349
2023-01-11,Wednesday,1,Salad,Dinner,150,67,460
2023-01-11,Wednesday,1,Biryani,Lunch,250,112,245
2023-01-11,Wednesday,1,Biryani,Dinner,250,161,280
2023-01-11,Wednesday,1,Fried Rice,Lunch,220,101,446
2023-01-11,Wednesday,1,Fried Rice,Dinner,220,97,486
2023-01-11,Wednesday,1,Noodles,Lunch,210,101,260
2023-01-11,Wednesday,1,Noodles,Dinner,210,108,294
2023-01-11,Wednesday,1,Ice Cream,Lunch,120,73,246
2023-01-11,Wednesday,1,Ice Cream,Dinner,120,53,453
2023-01-11,Wednesday,1,Coffee,Lunch,100,91,468
2023-01-11,Wednesday,1,Coffee,Dinner,100,145,281
2023-01-12,Thursday,1,Pizza,Lunch,350,138,495
2023-01-12,Thursday,1,Pizza,Dinner,350,140,393
2023-01-12,Thursday,1,Burger,Lunch,200,94,445
2023-01-12,Thursday,1,Burger,Dinner,200,112,265
2023-01-12,Thursday,1,Pasta,Lunch,300,67,362
2023-01-12,Thursday,1,Pasta,Dinner,300,108,345
2023-01-12,Thursday,1,Sandwich,Lunch,180,72,259
2023-01-12,Thursday,1,Sandwich,Dinner,180,92,354
2023-01-12,Thursday,1,Salad,Lunch,150,60,416
2023-01-12,Thursday,1,Salad,Dinner,150,45,261
2023-01-12,Thursday,1,Biryani,Lunch,250,136,397
2023-01-12,Thursday,1,Biryani,Dinner,250,156,383
2023-01-12,Thursday,1,Fried Rice,Lunch,220,108,243
2023-01-12,Thursday,1,Fried Rice,Dinner,220,92,423
2023-01-12,Thursday,1,Noodles,Lunch,210,72,381
2023-01-12,Thursday,1,Noodles,Dinner,210,108,315
2023-01-12,Thursday,1,Ice Cream,Lunch,120,59,360
2023-01-12,Thursday,1,Ice Cream,Dinner,120,69,257
2023-01-12,Thursday,1,Coffee,Lunch,100,114,204
2023-01-12,Thursday,1,Coffee,Dinner,100,114,250
2023-01-13,Friday,1,Pizza,Lunch,350,135,385
2023-01-13,Friday,1,Pizza,Dinner,350,141,346
2023-01-13,Friday,1,Burger,Lunch,200,104,258
2023-01-13,Friday,1,Burger,Dinner,200,130,358
2023-01-13,Friday,1,Pasta,Lunch,300,82,357
2023-01-13,Friday,1,Pasta,Dinner,300,85,261
2023-01-13,Friday,1,Sandwich,Lunch,180,83,467
2023-01-13,Friday,1,Sandwich,Dinner,180,96,461
2023-01-13,Friday,1,Salad,Lunch,150,66,256
2023-01-13,Friday,1,Salad,Dinner,150,53,235
2023-01-13,Friday,1,Biryani,Lunch,250,112,237
2023-01-13,Friday,1,Biryani,Dinner,250,164,346
2023-01-13,Friday,1,Fried Rice,Lunch,220,73,438
2023-01-13,Friday,1,Fried Rice,Dinner,220,116,476
2023-01-13,Friday,1,Noodles,Lunch,210,97,393
2023-01-13,Friday,1,Noodles,Dinner,210,113,460
2023-01-13,Friday,1,Ice Cream,Lunch,120,72,288
2023-01-13,Friday,1,Ice Cream,Dinner,120,79,381
2023-01-13,Friday,1,Coffee,Lunch,100,121,363
2023-01-13,Friday,1,Coffee,Dinner,100,134,413
2023-01-14,Saturday,1,Pizza,Lunch,350,178,289
2023-01-14,Saturday,1,Pizza,Dinner,350,210,389
2023-01-14,Saturday,1,Burger,Lunch,200,145,240
2023-01-14,Saturday,1,Burger,Dinner,200,172,434
2023-01-14,Saturday,1,Pasta,Lunch,300,109,377
2023-01-14,Saturday,1,Pasta,Dinner,300,141,275
2023-01-14,Saturday,1,Sandwich,Lunch,180,80,401
2023-01-14,Saturday,1,Sandwich,Dinner,180,130,281
2023-01-14,Saturday,1,Salad,Lunch,150,76,335
2023-01-14,Saturday,1,Salad,Dinner,150,67,268
2023-01-14,Saturday,1,Biryani,Lunch,250,188,329
2023-01-14,Saturday,1,Biryani,Dinner,250,200,319
2023-01-14,Saturday,1,Fried Rice,Lunch,220,116,324
2023-01-14,Saturday,1,Fried Rice,Dinner,220,131,214
2023-01-14,Saturday,1,Noodles,Lunch,210,98,381
2023-01-14,Saturday,1,Noodles,Dinner,210,151,421
2023-01-14,Saturday,1,Ice Cream,Lunch,120,69,429
2023-01-14,Saturday,1,Ice Cream,Dinner,120,109,279
2023-01-14,Saturday,1,Coffee,Lunch,100,161,406
2023-01-14,Saturday,1,Coffee,Dinner,100,174,381
2023-01-15,Sunday,1,Pizza,Lunch,350,165,206
2023-01-15,Sunday,1,Pizza,Dinner,350,187,465
2023-01-15,Sunday,1,Burger,Lunch,200,155,217
2023-01-15,Sunday,1,Burger,Dinner,200,178,460
2023-01-15,Sunday,1,Pasta,Lunch,300,115,293
2023-01-15,Sunday,1,Pasta,Dinner,300,123,465
2023-01-15,Sunday,1,Sandwich,Lunch,180,99,486
2023-01-15,Sunday,1,Sandwich,Dinner,180,107,206
2023-01-15,Sunday,1,Salad,Lunch,150,90,341
2023-01-15,Sunday,1,Salad,Dinner,150,89,406
2023-01-15,Sunday,1,Biryani,Lunch,250,202,451
2023-01-15,Sunday,1,Biryani,Dinner,250,235,331
2023-01-15,Sunday,1,Fried Rice,Lunch,220,105,487
2023-01-15,Sunday,1,Fried Rice,Dinner,220,149,313
2023-01-15,Sunday,1,Noodles,Lunch,210,120,293
2023-01-15,Sunday,1,Noodles,Dinner,210,137,493
2023-01-15,Sunday,1,Ice Cream,Lunch,120,85,272
2023-01-15,Sunday,1,Ice Cream,Dinner,120,102,352
2023-01-15,Sunday,1,Coffee,Lunch,100,155,218
2023-01-15,Sunday,1,Coffee,Dinner,100,196,427
2023-01-16,Monday,1,Pizza,Lunch,350,114,411
2023-01-16,Monday,1,Pizza,Dinner,350,146,302
2023-01-16,Monday,1,Burger,Lunch,200,100,326
2023-01-16,Monday,1,Burger,Dinner,200,106,297
2023-01-16,Monday,1,Pasta,Lunch,300,92,332
2023-01-16,Monday,1,Pasta,Dinner,300,98,229
2023-01-16,Monday,1,Sandwich,Lunch,180,88,342
2023-01-16,Monday,1,Sandwich,Dinner,180,85,214
2023-01-16,Monday,1,Salad,Lunch,150,61,296
2023-01-16,Monday,1,Salad,Dinner,150,60,283
2023-01-16,Monday,1,Biryani,Lunch,250,150,453
2023-01-16,Monday,1,Biryani,Dinner,250,172,423
2023-01-16,Monday,1,Fried Rice,Lunch,220,88,397
2023-01-16,Monday,1,Fried Rice,Dinner,220,97,201
2023-01-16,Monday,1,Noodles,Lunch,210,89,318
2023-01-16,Monday,1,Noodles,Dinner,210,99,336
2023-01-16,Monday,1,Ice Cream,Lunch,120,47,469
2023-01-16,Monday,1,Ice Cream,Dinner,120,52,397
2023-01-16,Monday,1,Coffee,Lunch,100,128,273
2023-01-16,Monday,1,Coffee,Dinner,100,119,474
2023-01-17,Tuesday,1,Pizza,Lunch,350,113,393
2023-01-17,Tuesday,1,Pizza,Dinner,350,161,476
2023-01-17,Tuesday,1,Burger,Lunch,200,117,284
2023-01-17,Tuesday,1,Burger,Dinner,200,106,225
2023-01-17,Tuesday,1,Pasta,Lunch,300,79,259
2023-01-17,Tuesday,1,Pasta,Dinner,300,110,437
2023-01-17,Tuesday,1,Sandwich,Lunch,180,77,470
2023-01-17,Tuesday,1,Sandwich,Dinner,180,89,272
2023-01-17,Tuesday,1,Salad,Lunch,150,56,407
2023-01-17,Tuesday,1,Salad,Dinner,150,50,440
2023-01-17,Tuesday,1,Biryani,Lunch,250,128,322
2023-01-17,Tuesday,1,Biryani,Dinner,250,153,253
2023-01-17,Tuesday,1,Fried Rice,Lunch,220,84,293
2023-01-17,Tuesday,1,Fried Rice,Dinner,220,127,229
2023-01-17,Tuesday,1,Noodles,Lunch,210,77,312
2023-01-17,Tuesday,1,Noodles,Dinner,210,109,307
2023-01-17,Tuesday,1,Ice Cream,Lunch,120,46,405
2023-01-17,Tuesday,1,Ice Cream,Dinner,120,57,431
2023-01-17,Tuesday,1,Coffee,Lunch,100,107,422
2023-01-17,Tuesday,1,Coffee,Dinner,100,146,355
2023-01-18,Wednesday,1,Pizza,Lunch,350,114,484
2023-01-18,Wednesday,1,Pizza,Dinner,350,153,271
2023-01-18,Wednesday,1,Burger,Lunch,200,112,383
2023-01-18,Wednesday,1,Burger,Dinner,200,134,240
2023-01-18,Wednesday,1,Pasta,Lunch,300,98,433
2023-01-18,Wednesday,1,Pasta,Dinner,300,98,413
2023-01-18,Wednesday,1,Sandwich,Lunch,180,88,283
2023-01-18,Wednesday,1,Sandwich,Dinner,180,101,397
2023-01-18,Wednesday,1,Salad,Lunch,150,46,404
2023-01-18,Wednesday,1,Salad,Dinner,150,44,470
2023-01-18,Wednesday,1,Biryani,Lunch,250,122,331
2023-01-18,Wednesday,1,Biryani,Dinner,250,171,291
2023-01-18,Wednesday,1,Fried Rice,Lunch,220,81,402
2023-01-18,Wednesday,1,Fried Rice,Dinner,220,114,241
2023-01-18,Wednesday,1,Noodles,Lunch,210,84,375
2023-01-18,Wednesday,1,Noodles,Dinner,210,98,377
2023-01-18,Wednesday,1,Ice Cream,Lunch,120,77,266
2023-01-18,Wednesday,1,Ice Cream,Dinner,120,75,424
2023-01-18,Wednesday,1,Coffee,Lunch,100,110,372
2023-01-18,Wednesday,1,Coffee,Dinner,100,133,359
2023-01-19,Thursday,1,Pizza,Lunch,350,109,432
2023-01-19,Thursday,1,Pizza,Dinner,350,126,495
2023-01-19,Thursday,1,Burger,Lunch,200,101,218
2023-01-19,Thursday,1,Burger,Dinner,200,123,219
2023-01-19,Thursday,1,Pasta,Lunch,300,79,474
2023-01-19,Thursday,1,Pasta,Dinner,300,106,441
2023-01-19,Thursday,1,Sandwich,Lunch,180,52,266
2023-01-19,Thursday,1,Sandwich,Dinner,180,68,200
2023-01-19,Thursday,1,Salad,Lunch,150,31,269
2023-01-19,Thursday,1,Salad,Dinner,150,55,426
2023-01-19,Thursday,1,Biryani,Lunch,250,127,428
2023-01-19,Thursday,1,Biryani,Dinner,250,159,498
2023-01-19,Thursday,1,Fried Rice,Lunch,220,72,311
2023-01-19,Thursday,1,Fried Rice,Dinner,220,115,386
2023-01-19,Thursday,1,Noodles,Lunch,210,67,345
2023-01-19,Thursday,1,Noodles,Dinner,210,92,278
2023-01-19,Thursday,1,Ice Cream,Lunch,120,79,217
2023-01-19,Thursday,1,Ice Cream,Dinner,120,62,369
2023-01-19,Thursday,1,Coffee,Lunch,100,105,350
2023-01-19,Thursday,1,Coffee,Dinner,100,142,363
2023-01-20,Friday,1,Pizza,Lunch,350,103,335
2023-01-20,Friday,1,Pizza,Dinner,350,142,262
2023-01-20,Friday,1,Burger,Lunch,200,90,253
2023-01-20,Friday,1,Burger,Dinner,200,108,499
2023-01-20,Friday,1,Pasta,Lunch,300,73,242
2023-01-20,Friday,1,Pasta,Dinner,300,96,263
2023-01-20,Friday,1,Sandwich,Lunch,180,76,400
2023-01-20,Friday,1,Sandwich,Dinner,180,104,213
2023-01-20,Friday,1,Salad,Lunch,150,53,301
2023-01-20,Friday,1,Salad,Dinner,150,51,412
2023-01-20,Friday,1,Biryani,Lunch,250,140,402
2023-01-20,Friday,1,Biryani,Dinner,250,156,355
2023-01-20,Friday,1,Fried Rice,Lunch,220,79,429
2023-01-20,Friday,1,Fried Rice,Dinner,220,108,218
2023-01-20,Friday,1,Noodles,Lunch,210,82,399
2023-01-20,Friday,1,Noodles,Dinner,210,87,451
2023-01-20,Friday,1,Ice Cream,Lunch,120,42,310
2023-01-20,Friday,1,Ice Cream,Dinner,120,90,349
2023-01-20,Friday,1,Coffee,Lunch,100,111,285
2023-01-20,Friday,1,Coffee,Dinner,100,123,366
2023-01-21,Saturday,1,Pizza,Lunch,350,175,493
2023-01-21,Saturday,1,Pizza,Dinner,350,217,326
2023-01-21,Saturday,1,Burger,Lunch,200,135,272
2023-01-21,Saturday,1,Burger,Dinner,200,178,386
2023-01-21,Saturday,1,Pasta,Lunch,300,122,292
2023-01-21,Saturday,1,Pasta,Dinner,300,119,298
2023-01-21,Saturday,1,Sandwich,Lunch,180,90,330
2023-01-21,Saturday,1,Sandwich,Dinner,180,108,491
2023-01-21,Saturday,1,Salad,Lunch,150,80,283
2023-01-21,Saturday,1,Salad,Dinner,150,65,400
2023-01-21,Saturday,1,Biryani,Lunch,250,189,450
2023-01-21,Saturday,1,Biryani,Dinner,250,207,259
2023-01-21,Saturday,1,Fried Rice,Lunch,220,112,332
2023-01-21,Saturday,1,Fried Rice,Dinner,220,171,373
2023-01-21,Saturday,1,Noodles,Lunch,210,137,215
2023-01-21,Saturday,1,Noodles,Dinner,210,145,328
2023-01-21,Saturday,1,Ice Cream,Lunch,120,104,227
2023-01-21,Saturday,1,Ice Cream,Dinner,120,87,477
2023-01-21,Saturday,1,Coffee,Lunch,100,156,222
2023-01-21,Saturday,1,Coffee,Dinner,100,180,316
2023-01-22,Sunday,1,Pizza,Lunch,350,180,337
2023-01-22,Sunday,1,Pizza,Dinner,350,191,484
2023-01-22,Sunday,1,Burger,Lunch,200,126,315
2023-01-22,Sunday,1,Burger,Dinner,200,159,230
2023-01-22,Sunday,1,Pasta,Lunch,300,115,455
2023-01-22,Sunday,1,Pasta,Dinner,300,134,298
2023-01-22,Sunday,1,Sandwich,Lunch,180,101,295
2023-01-22,Sunday,1,Sandwich,Dinner,180,111,351
2023-01-22,Sunday,1,Salad,Lunch,150,85,289
2023-01-22,Sunday,1,Salad,Dinner,150,67,415
2023-01-22,Sunday,1,Biryani,Lunch,250,181,216
2023-01-22,Sunday,1,Biryani,Dinner,250,231,328
2023-01-22,Sunday,1,Fried Rice,Lunch,220,119,383
2023-01-22,Sunday,1,Fried Rice,Dinner,220,171,338
2023-01-22,Sunday,1,Noodles,Lunch,210,136,300
2023-01-22,Sunday,1,Noodles,Dinner,210,131,247
2023-01-22,Sunday,1,Ice Cream,Lunch,120,81,498
2023-01-22,Sunday,1,Ice Cream,Dinner,120,84,373
2023-01-22,Sunday,1,Coffee,Lunch,100,155,203
2023-01-22,Sunday,1,Coffee,Dinner,100,196,259
2023-01-23,Monday,1,Pizza,Lunch,350,123,271
2023-01-23,Monday,1,Pizza,Dinner,350,143,391
2023-01-23,Monday,1,Burger,Lunch,200,113,269
2023-01-23,Monday,1,Burger,Dinner,200,138,242
2023-01-23,Monday,1,Pasta,Lunch,300,73,445
2023-01-23,Monday,1,Pasta,Dinner,300,114,453
2023-01-23,Monday,1,Sandwich,Lunch,180,55,285
2023-01-23,Monday,1,Sandwich,Dinner,180,99,392
2023-01-23,Monday,1,Salad,Lunch,150,50,269
2023-01-23,Monday,1,Salad,Dinner,150,41,208
2023-01-23,Monday,1,Biryani,Lunch,250,122,297
2023-01-23,Monday,1,Biryani,Dinner,250,152,408
2023-01-23,Monday,1,Fried Rice,Lunch,220,79,497
2023-01-23,Monday,1,Fried Rice,Dinner,220,110,294
2023-01-23,Monday,1,Noodles,Lunch,210,97,457
2023-01-23,Monday,1,Noodles,Dinner,210,104,474
2023-01-23,Monday,1,Ice Cream,Lunch,120,48,350
2023-01-23,Monday,1,Ice Cream,Dinner,120,83,419
2023-01-23,Monday,1,Coffee,Lunch,100,92,286
2023-01-23,Monday,1,Coffee,Dinner,100,121,374
